idx,search_step,accepted,distance,ler,ler_std,W,A_leq_dplus2,A_at_d,weighted_score
0,8,1,8,0.00434,0.00020787514550989788,10,11,2,2.9996210000000003
1,12,1,8,0.00464,0.00021490734247963362,10,14,2,3.255608
2,13,1,8,0.00296,0.0001717925467731102,10,6,1,1.6925949999999998
3,19,1,10,0.00202,0.00014198379342015037,12,32,6,0.786321
4,20,1,8,0.00335,0.00018272413327496942,10,9,1,1.9634049999999998
5,22,1,8,0.0047,0.00021628584742344544,10,11,3,3.857214
6,23,1,8,0.00362,0.00018991923729092566,10,7,1,1.756837
7,29,1,8,0.00514,0.00022613340169721425,10,10,3,3.822537
8,38,1,8,0.00534,0.0002304677312635144,10,14,3,4.135395
9,42,1,8,0.00306,0.00017466158440450114,10,8,1,1.8335529999999998
13,48,1,10,0.00187,0.0001366207072598313,12,34,4,0.637263
17,52,1,10,0.0027,0.00016409561015972584,12,29,9,1.012824
22,58,1,10,0.00227,0.00015049484206103167,12,28,10,1.082979
24,60,1,10,0.00249,0.00015760154625660817,12,33,5,0.7132499999999999
33,72,1,10,0.00193,0.0001387910070193177,12,31,10,1.1094659999999998
38,77,1,10,0.00257,0.0001601068622579102,12,33,9,1.041579
39,78,1,10,0.00254,0.00015917203698317608,12,47,10,1.234692
41,80,1,10,0.00215,0.00014647180459015108,12,36,6,0.814347
43,82,1,10,0.00198,0.00014057380129290126,12,21,6,0.754515
44,83,1,10,0.00187,0.0001366207072598313,12,32,5,0.708066
45,84,1,10,0.00248,0.00015728554729355733,12,31,9,1.030482
57,98,1,10,0.00199,0.00014092763251391142,12,30,9,1.022382
64,105,1,10,0.00215,0.00014647180459015106,12,33,5,0.716166
73,116,1,10,0.00242,0.0001553759228991872,12,35,11,1.222308
79,123,1,10,0.00216,0.0001468113058847831,12,32,7,0.871137
96,144,1,10,0.00224,0.00014949932274252955,12,32,9,1.0312919999999999
102,150,1,10,0.00237,0.0001537662753684123,12,33,10,1.1242079999999999
105,154,1,10,0.00281,0.00016739569651933147,12,30,8,0.941211
111,162,1,10,0.00299,0.00017265832476012,12,34,11,1.214937
129,183,1,10,0.002,0.00014128057050421343,12,32,5,0.71244
130,184,1,10,0.00241,0.0001550553430926977,12,29,5,0.8224379999999998
131,185,1,10,0.0019,0.00013771016535062477,12,34,4,0.637263
134,188,1,10,0.00228,0.00015082520837855597,12,32,5,0.708795
136,190,1,10,0.00183,0.000135154332771601,12,31,3,0.537624
137,191,1,10,0.00192,0.00013843167135188514,12,33,4,0.630621
144,198,1,10,0.00189,0.00013734798012594306,12,33,5,0.716895
145,201,1,10,0.00195,0.0001395068801948356,12,31,3,0.538353
148,204,1,10,0.00187,0.0001366207072598313,12,31,5,0.7014239999999999
149,207,1,10,0.00205,0.0001430320928386207,12,29,7,0.848295
152,211,1,10,0.00193,0.0001387910070193177,12,32,5,0.708066
153,212,1,10,0.00272,0.00016470059885401937,12,44,9,1.137969
154,213,1,10,0.00227,0.0001504948420610317,12,34,8,0.970695
157,216,1,10,0.00212,0.00014544850481416278,12,29,7,0.849753
158,217,1,10,0.00194,0.00013914940756458953,12,31,5,0.7014239999999999
159,220,1,10,0.00203,0.00014233409145364965,12,37,7,0.907992
164,225,1,10,0.002,0.00014128057050421343,12,35,6,0.814266
168,232,1,10,0.00225,0.00014983190413258104,12,35,10,1.1360339999999998
169,233,1,10,0.00218,0.00014748794366637317,12,32,7,0.872595
170,234,1,10,0.00201,0.00014163262194140153,12,34,7,0.886608
173,240,1,10,0.00344,0.00018515400838239554,12,37,13,1.4023079999999999
174,242,1,10,0.00239,0.00015441216736764726,12,27,8,0.9169109999999999
176,244,1,10,0.00213,0.00014579040965864484,12,35,8,0.969318
178,247,1,10,0.00321,0.00017887783253603482,12,35,10,1.1323889999999999
183,252,1,10,0.00208,0.00014407270237430718,12,32,9,1.034937
185,254,1,10,0.00239,0.00015441216736764723,12,31,10,1.1094659999999998
187,256,1,10,0.00269,0.00016379226867918028,12,34,10,1.1337659999999998
189,258,1,10,0.00233,0.00015246620431897225,12,31,10,1.1094659999999998
